r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.6863180236658533,0.6305523389842271,2.4538671973416015,12.307174700429778,3.933242411076169e-9,8,-120.17392107224404,260.3478421444881,280.23768261013083,270.9658899985107,45,54
