n_bioreactors,mean_bray_curtis,sd_bray_curtis,median_bray_curtis,minimum_bray_curtis,maximum_bray_curtis
5,0.7473873791676461,0.06759284784576011,0.7486248136313954,0.6754228983020102,0.8385636334637424
