ASV,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,domain,phylum,class,order,family,genus,species,direction,significant
ASV_1069,14.369455182222653,5.150178979352784,3.016627146301707,1.7072640169225908,0.08777299102336286,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_953,12.726698699672777,5.130530670367588,2.996913271840969,1.7119383195283335,0.08690803594251702,NA,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales_2,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_23,12.94336933473607,-5.124031917218679,2.760570473230848,-1.8561496498300738,0.06343223050200356,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,Pseudomonadales_2,SAR86 clade_2,Incertae Sedis_952,NA,Not tested or unresolved,FALSE
ASV_922,11.4969222792149,5.099992241911958,2.999803746022287,1.700108631664489,0.089110493988130507,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1363,9.063251113049041,5.074651951607171,3.0357381569241064,1.6716369098015187,0.09459594186569625,NA,Bacteria,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_799,15.171391874438346,5.071525015883603,2.7091550721766664,1.8719950983864848,0.06120728164301733,NA,Bacteria,Pseudomonadota,Alphaproteobacteria_2,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_25,6.208696193900948,-5.051221061871351,3.029262630660715,-1.6674754479012026,0.0954199024793508,NA,Bacteria,Actinomycetota,Acidimicrobiia_2,Actinomarinales_2,Actinomarinaceae_2,Candidatus Actinomarina_2,NA,Not tested or unresolved,FALSE
ASV_1761,7.7827209296814965,-5.043959557515001,3.031962693127009,-1.6635955214583866,0.0961932874987005,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1699,8.024141219104468,-5.04092276943459,3.0149695775461325,-1.6719647212949227,0.09453127891534827,NA,Bacteria,Thermodesulfobacteriota,Incertae Sedis_50,Incertae Sedis_156,Incertae sedis (Thermodesulfobacteriota),Incertae Sedis_1019,NA,Not tested or unresolved,FALSE
ASV_2171,6.004541950265434,-4.998675357588076,3.0411184404817755,-1.6436963753362344,0.10023893505494999,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2205,5.501427667359359,-4.9629508013358645,3.0465474914795077,-1.629041009607136,0.10330433773860638,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_831,9.483000706475746,4.938455415018734,3.035962164153583,1.6266524903796225,0.10381092439700663,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_991,16.55818919726567,4.917313075919498,2.959899769008219,1.6613106725459,0.09665106765501948,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1535,9.233002997413351,-4.858423946052664,3.013092387762892,-1.6124377618768808,0.10686671316505449,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1623,4.0005156050389425,-4.8138852819491325,3.051612955124215,-1.577488807637201,0.114683095421539,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2266,4.8018251278441175,-4.7631645994946386,3.038687877260225,-1.5675070266806261,0.11699622508132644,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA,Not tested or unresolved,FALSE
ASV_2007,5.876646506062147,-4.750409003990594,3.00832626340323,-1.579087036462793,0.11431609472915355,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2240,4.810903399874668,-4.638935343097495,3.0120143382531253,-1.5401438446630815,0.12352529444053145,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2565,4.190132059756105,-4.607662651370473,3.053691207606536,-1.5088829675682662,0.1313286932223058,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_883,4.787990857684847,-4.559260016207714,3.023970278256392,-1.5077066229753302,0.13162962970841663,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2064,5.089979929604258,4.5260751735056735,3.0405629722817267,1.4885648528795887,0.13660199262865613,NA,Bacteria,NB1-j,Incertae Sedis_36,Incertae Sedis_110,Incertae sedis (NB1-j),Incertae Sedis_623,NA,Not tested or unresolved,FALSE
ASV_1805,5.512340258366062,4.47624531125371,3.0460150413004934,1.4695414338277797,0.14168599213259236,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2299,4.55470482378301,-4.4747873919507635,3.0517056925307253,-1.4663233754497151,0.14256021019324658,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_873,15.081424846290673,4.390538292909638,3.0183721718227616,1.4546046819197385,0.14577873411443112,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1702,6.018885716571259,4.283153667910097,3.0364117051725157,1.4105971402408184,0.15836343534131567,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1508,8.87780092627395,-4.244419441762001,3.030706847019051,-1.4004717895882066,0.1613720854018089,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1127,14.05909692360376,4.21127052270608,2.958130598429989,1.4236256252314174,0.15455487385266128,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2151,4.690464588162825,3.859435437132579,3.040531792693547,1.2693290846051577,0.20432371719082648,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_544,2.940456346313358,3.602275673292531,3.0694076615880856,1.1736061385305672,0.24055282131268102,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1732,7.131998166432941,3.499707560634572,3.0296464552135105,1.1551537819246749,0.2480274574468031,NA,Bacteria,Actinomycetota,Actinobacteria_2,Mycobacteriales,Mycobacteriaceae_2,Mycobacterium_2,NA,Not tested or unresolved,FALSE
ASV_1406,4.795715628778771,3.2258211672644133,3.0478846956205055,1.0583803159941005,0.2898820897611629,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1807,6.520868444250586,-3.039753621739749,3.062623720682324,-0.9925325142660752,0.3209378267006248,NA,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA,Not tested or unresolved,FALSE
ASV_1975,5.6690926982212755,-3.0214495687552345,3.0658605721923267,-0.9855143433984231,0.3243714894729857,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_888,14.636331386922409,3.010755483196747,2.94303551383327,1.0230102453895547,0.3063030016898612,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1200,12.426795573555278,-2.9876536414549157,2.9666169541413336,-1.0070911370219924,0.3138909799455138,NA,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,NA,Not tested or unresolved,FALSE
ASV_2094,5.129187216935345,-2.9855609100895646,3.072476359269348,-0.9717115970908715,0.3311940457260657,NA,Bacteria,Planctomycetota,Planctomycetes,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2431,3.927867720422497,-2.97507399279149,3.0742185818684877,-0.9677496617638885,0.3331694093333306,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1060,15.536587871633849,-2.9509120405847256,2.9452288814739433,-1.0019296154355033,0.3163775879300127,NA,Bacteria,Dependentiae,Babeliae,Babeliales,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2622,3.293474522675579,-2.937159307459395,3.0813570276768845,-0.9532031767424874,0.3404871371580778,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,Pseudomonadales_2,KI89A clade_2,Incertae Sedis_945,NA,Not tested or unresolved,FALSE
ASV_989,3.325432527456047,-2.9332641929816896,3.082158632895943,-0.9516915066197112,0.34125345807174035,NA,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA,Not tested or unresolved,FALSE
ASV_1422,11.243993330844111,-2.8742776833695345,3.05103840596694,-0.9420653891961133,0.34615916310268663,NA,Bacteria,NB1-j,Incertae Sedis_36,Incertae Sedis_110,Incertae sedis (NB1-j),Incertae Sedis_623,NA,Not tested or unresolved,FALSE
ASV_1107,15.276995451694937,-2.8608605616926535,2.8478712117064546,-1.0045610735249562,0.31510824912640134,NA,Bacteria,Thermodesulfobacteriota,Desulfuromonadia_2,Bradymonadales_2,Incertae sedis (Thermodesulfobacteriota),SKP-2,NA,Not tested or unresolved,FALSE
ASV_1367,9.209554447139123,-2.8566705898321207,3.053692964162369,-0.9354806207950603,0.3495406658799265,NA,Bacteria,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1003,9.179966488530578,-2.856173822423758,3.053676417775524,-0.9353230112391416,0.3496218598657418,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1339,11.066116674092177,-2.853720498742415,2.983537818521307,-0.9564887969668064,0.33882534170279666,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,Not tested or unresolved,FALSE
ASV_766,14.759044853085818,2.851836294072249,2.9352695536228017,0.9715756055699971,0.33126172334548337,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,Enterobacterales_2,Kangiellaceae_2,Aliikangiella_2,NA,Not tested or unresolved,FALSE
ASV_1864,7.851922339265058,-2.8393552446501324,3.0561683022719968,-0.9290572258534706,0.35285943024578514,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1608,6.787627203216061,-2.838975121129743,3.0240078395842884,-0.9388120903549041,0.34782723030847507,NA,Bacteria,Actinomycetota,Acidimicrobiia_2,Microtrichales_2,Microtrichaceae_2,Sva0996 marine group_2,NA,Not tested or unresolved,FALSE
ASV_1889,7.34661548076707,-2.833822821501762,3.057141104135552,-0.9269519217376994,0.3539514973290283,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_95,5.607202686117783,-2.799472361352868,3.0622613549875433,-0.9141846618654323,0.3606198222554291,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1306,10.660405156820794,-2.78854421544497,3.0499967095703178,-0.9142777782989212,0.36057090403326325,NA,Bacteria,Rhodothermota,Rhodothermia_2,Rhodothermales_2,Rhodothermaceae_2,Incertae Sedis_977,NA,Not tested or unresolved,FALSE
ASV_1076,14.04301895559568,-2.7753411612843313,3.0495579541119526,-0.9100798224024981,0.3627804148864473,NA,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2459,4.63336054312505,-2.774028967227146,3.066391145295306,-0.9046559410671647,0.36564768921462637,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1086,8.23741942746695,-2.7637667911310886,3.0536453857568624,-0.905071297414606,0.365427616858963,NA,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales_2,DEV007_2,Incertae Sedis_1063,NA,Not tested or unresolved,FALSE
ASV_1567,8.132279042745806,-2.761787911808441,3.053937244853715,-0.904336825015778,0.36581682580696984,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1644,7.601027424911305,-2.761674167078493,3.0540064385618506,-0.904279091297195,0.3658474308128395,NA,Bacteria,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2591,4.327132282462428,-2.7601493722216555,3.068402066400226,-0.8995396667359812,0.36836527722178536,NA,Bacteria,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2589,4.498632199795361,-2.753200683203648,3.0693931940254022,-0.8969853352652161,0.3697267422800294,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2590,4.498632199795361,-2.753200683203648,3.0693931940254022,-0.8969853352652161,0.3697267422800294,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2673,4.059684873909162,-2.7499353455820086,3.0700326738682073,-0.8957348789767505,0.3703943773409021,NA,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA,Not tested or unresolved,FALSE
ASV_2672,4.231184791242095,-2.7434545100948675,3.071070858554474,-0.8933217878880814,0.3716848733714708,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1926,6.007272571407802,-2.7431607852921203,3.0573035109619875,-0.8972484332865527,0.3695863660799373,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,NA,Not tested or unresolved,FALSE
ASV_1946,5.910853134760453,-2.7417214112368646,3.0572470889806245,-0.8967941849119675,0.369828751513595,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1629,7.715681571167498,-2.7410136269712666,3.057193424880598,-0.8965784122992871,0.3699439216661211,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bremerella,NA,Not tested or unresolved,FALSE
ASV_1787,6.762282787525911,-2.7377941782002924,3.0578161633390795,-0.8953429611055072,0.3706037814608254,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,Pseudomonadales_2,KI89A clade_2,Incertae Sedis_945,NA,Not tested or unresolved,FALSE
ASV_1947,5.767198388724681,-2.7343794764591842,3.0561939097643456,-0.8947009113927671,0.3709469913719006,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,SZB50_2,Incertae sedis (Pseudomonadota),Incertae Sedis_966,NA,Not tested or unresolved,FALSE
ASV_2112,5.170113560944918,-2.733027746870202,3.0589108369895586,-0.8934643382936667,0.37160856148400634,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1451,9.160855838590512,-2.732541442806446,3.009006822118668,-0.908120720338693,0.36381444428283455,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1018,15.779239879366468,-2.72901366898421,3.047237357170092,-0.8955697732449007,0.37048258538574835,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2113,5.162978239793631,-2.727599396574924,3.060290265226198,-0.891287806117083,0.372774788710153,NA,Bacteria,Chloroflexota,Anaerolineae_2,Aggregatilineales,Aggregatilineaceae,Incertae Sedis_416,NA,Not tested or unresolved,FALSE
ASV_1098,14.443704718381632,-2.7223656024336274,3.048322747410348,-0.893070002100784,0.3718196862684754,NA,Bacteria,Myxococcota,Polyangiia,Nannocystales_2,Nannocystaceae_2,Nannocystis_2,NA,Not tested or unresolved,FALSE
ASV_1450,9.097570028306203,-2.722141801555989,3.060560075154208,-0.8894260314164336,0.3737741599768687,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2935,3.314509287360341,-2.718205978742248,3.07601582328009,-0.8836775019719197,0.37687032856714275,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1412,9.460144887433659,-2.7179132415104297,3.058165533522475,-0.8887397401212178,0.3741429681380857,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,UBA10353 marine group_2,Incertae sedis (Pseudomonadota),Incertae Sedis_971,NA,Not tested or unresolved,FALSE
ASV_2322,4.324233602408238,-2.7176007261706765,3.0618776367820155,-0.8875601995077869,0.3747773707463363,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1338,10.73193547065836,-2.714089840114732,3.049901420153423,-0.8898942838546571,0.3735226535368075,NA,Bacteria,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1240,12.396426417730368,-2.7123446141354886,3.050059203347572,-0.8892760544315247,0.3738547373481505,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1386,10.094608817416216,-2.711991901913363,3.050371409321076,-0.8890694076223897,0.37396577903345596,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1162,12.834752594784876,-2.7053430950917257,3.0481003170317726,-0.8875505441783417,0.37478256649857894,NA,Bacteria,Pseudomonadota,Alphaproteobacteria_2,Hyphomicrobiales,Methyloligellaceae_2,Incertae Sedis_781,NA,Not tested or unresolved,FALSE
ASV_1100,14.231885459662118,-2.7037558108683832,3.0480452527090316,-0.8870458233733072,0.37505423023184065,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1482,9.2847755800371,-2.7027795866522153,3.051838441347482,-0.8856234163754925,0.3758204889650768,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,NA,Not tested or unresolved,FALSE
ASV_2446,3.8989151827561366,-2.700571175834982,3.065415021498204,-0.8809806035709623,0.37832831841990333,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1561,8.579516785285954,-2.700519479875411,3.052288519003566,-0.8847523630423406,0.3762902072153926,NA,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,OM27 clade_2,NA,Not tested or unresolved,FALSE
ASV_1197,12.853275144474685,-2.700485297438982,3.0485522910182654,-0.8858254803092049,0.3757115771086293,NA,Bacteria,Actinomycetota,Acidimicrobiia_2,Microtrichales_2,Microtrichaceae_2,Incertae Sedis_124,NA,Not tested or unresolved,FALSE
ASV_1679,7.843534092237943,-2.691754346350805,3.0538221137257646,-0.881437833019938,0.3780808880661002,NA,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,Incertae Sedis_593,NA,Not tested or unresolved,FALSE
ASV_1534,8.5201328806667,-2.684739976010777,3.0511418249363573,-0.8799132030077877,0.3789063317052517,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1915,6.3278761180145,-2.6828957896086454,3.0555655675623905,-0.8780357450319594,0.37992432086788225,NA,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA,Not tested or unresolved,FALSE
ASV_1966,6.0555816098853095,-2.681969416474879,3.0558682796372922,-0.8776456218175765,0.3801360629916005,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1400,9.54776317839062,-2.681174108676478,3.052026643572927,-0.8784897452722426,0.37967800033969434,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2504,3.6981481748488974,-2.675772371562999,3.069438296063697,-0.8717465912230448,0.38334663686772963,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,Not tested or unresolved,FALSE
ASV_981,9.02544976173847,-2.6757517093365824,3.0565412829693575,-0.8754181480372982,0.38134642880154174,NA,Bacteria,Pseudomonadota,Alphaproteobacteria_2,NRL2_2,Incertae sedis (Pseudomonadota),Incertae Sedis_796,NA,Not tested or unresolved,FALSE
ASV_1914,6.402292604438783,-2.6754824849799554,3.056777276030428,-0.8752624883597581,0.38143109956637744,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1660,5.684631061950253,-2.6726513322499694,3.0574066813102556,-0.8741563065809097,0.3820331371628382,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,Pseudomonadales_2,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2078,5.567087929491729,-2.671694863291183,3.057601177661182,-0.8737878840479824,0.38223377982006956,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1609,7.788834483957185,-2.6696121258600733,3.0538617061390263,-0.8741758411959143,0.38202250042858926,NA,Bacteria,Actinomycetota,Acidimicrobiia_2,Microtrichales_2,Incertae sedis (Actinomycetota),Incertae Sedis_123,NA,Not tested or unresolved,FALSE
ASV_2831,2.848304149005947,-2.669161239765346,3.0710697162343177,-0.8691307871181174,0.38477559895810287,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1430,9.163226506700179,-2.667867394547803,3.0544001628040327,-0.8734505147808201,0.3824175675540772,NA,Bacteria,Actinomycetota,Acidimicrobiia_2,Microtrichales_2,Microtrichaceae_2,Incertae Sedis_124,NA,Not tested or unresolved,FALSE
ASV_1448,8.944093878940564,-2.6643351922024707,3.055117402957875,-0.8720892983107423,0.3831596638519915,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bremerella,NA,Not tested or unresolved,FALSE
ASV_1624,5.264069523065676,-2.6623591865570693,3.0592529257550725,-0.8702644897855107,0.3841558801158269,NA,Bacteria,Planctomycetota,BD7-11,Incertae Sedis_132,Incertae sedis (Planctomycetota),Incertae Sedis_708,NA,Not tested or unresolved,FALSE
ASV_1916,6.157534886783209,-2.6623366377922504,3.054869063031388,-0.8715059738600964,0.38347794548699093,NA,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,Incertae Sedis_97,Incertae sedis (Gemmatimonadota),Incertae Sedis_575,NA,Not tested or unresolved,FALSE
ASV_1874,6.711795355780115,-2.660761540684081,3.059349336701749,-0.869714847129102,0.3844562564044614,NA,Bacteria,Actinomycetota,Acidimicrobiia_2,Microtrichales_2,Microtrichaceae_2,Incertae Sedis_124,NA,Not tested or unresolved,FALSE
ASV_2298,4.601937374348769,-2.6596735575825408,3.0601774517285256,-0.8691239640630114,0.38477933051215996,NA,Bacteria,Planctomycetota,Planctomycetes,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2505,3.655537501808273,-2.6572941934916563,3.0682832003578704,-0.8660524534311962,0.386461397527192,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1742,4.818702488706338,-2.6538562542927564,3.06083983477203,-0.867035322836621,0.38592265609372123,NA,Bacteria,Planctomycetota,Pla4 lineage,Incertae Sedis_136,Incertae sedis (Planctomycetota),Incertae Sedis_738,NA,Not tested or unresolved,FALSE
ASV_2390,4.298918967922717,-2.6534202963896742,3.0612316762521723,-0.8667819286510924,0.38606150546501605,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1873,6.736600851254876,-2.6526860693359122,3.060811763719903,-0.8666609625519792,0.3861278005624184,NA,Bacteria,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1992,5.709183666463041,-2.6515681704992673,3.0572485703022134,-0.8673053922590128,0.3857747029720662,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,Not tested or unresolved,FALSE
ASV_1988,3.958692318284523,-2.645639475014005,3.0627795718020088,-0.8638034220195036,0.3876958876951466,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2529,3.698800557892713,-2.6346555525466773,3.0652383838391257,-0.8595271305609988,0.3900497583944964,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1938,6.343110860315901,-2.627128933590005,3.0609687724304493,-0.858267146418495,0.3907449662665357,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,Not tested or unresolved,FALSE
ASV_2607,3.587741770349467,-2.6226321211986394,3.066790353958626,-0.8551716350005257,0.3924561367275183,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,Not tested or unresolved,FALSE
ASV_3078,2.2784059254370925,-2.621572331074271,3.0756241727240194,-0.8523708307157686,0.394008304505388,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2726,3.2227096252365124,-2.6192693020784903,3.067627847111713,-0.8538419367084018,0.39319257472823926,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,Not tested or unresolved,FALSE
ASV_2564,3.730090398282753,-2.6135969834402264,3.0684003477046082,-0.8517783493915295,0.39433712514773805,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_2825,2.975220612582082,-2.6135567815904635,3.068968740152653,-0.8516074951810891,0.3944319781977873,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1373,12.326517694054662,-2.6111868228822592,2.9995142169766122,-0.870536571589992,0.38400724225585897,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,Not tested or unresolved,FALSE
ASV_1454,10.557463146947597,-2.6045424870227936,3.00088687665496,-0.8679242484228645,0.3854358034113934,NA,Bacteria,Thermodesulfobacteriota,Desulfuromonadia_2,Bradymonadales_2,Incertae sedis (Thermodesulfobacteriota),Incertae Sedis_1008,NA,Not tested or unresolved,FALSE
ASV_2958,2.647396710681269,-2.5983475702605117,3.071951342257286,-0.8458296635490431,0.39764777481044844,NA,Bacteria,Chloroflexota,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_3005,2.4960947634994484,-2.5733865072822226,3.072026094389017,-0.8376838048291491,0.4022083114803617,NA,Bacteria,AncK6,Incertae Sedis_8,Incertae Sedis_39,Incertae sedis (AncK6),Incertae Sedis_181,NA,Not tested or unresolved,FALSE
ASV_1473,2.3443783042552164,-2.572359247202067,3.0768295306429696,-0.8360421731471477,0.4031311781186103,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1425,7.98355989631029,-2.561208160141085,3.005567275053706,-0.8521546602530529,0.3941282575089199,NA,Bacteria,Myxococcota,Polyangiia,Polyangiales_2,Sandaracinaceae_2,Sandaracinus_2,NA,Not tested or unresolved,FALSE
ASV_1559,9.213526852799234,-2.5470106433684503,3.005794049734597,-0.8473669856367384,0.3967906002929761,NA,Bacteria,Pseudomonadota,Gammaproteobacteria_2,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
ASV_1094,13.72352634152801,-2.529782563341658,2.532726952425275,-0.9988374628852916,0.31787343478032304,NA,NA,Unclassified phylum,NA,NA,Unclassified family,NA,NA,Not tested or unresolved,FALSE
