	domain	phylum	class	order	family	genus	species
ASV_3335	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3336	NA	NA	NA	NA	NA	NA	NA
ASV_3337	NA	NA	NA	NA	NA	NA	NA
ASV_3338	NA	NA	NA	NA	NA	NA	NA
ASV_3339	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3340	NA	NA	NA	NA	NA	NA	NA
ASV_3341	NA	NA	NA	NA	NA	NA	NA
ASV_3342	Bacteria	Myxococcota	NA	NA	NA	NA	NA
ASV_3343	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3344	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Kiloniellales_2	Kiloniellaceae_2	Incertae Sedis_791	NA
ASV_3345	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3346	NA	NA	NA	NA	NA	NA	NA
ASV_3347	NA	NA	NA	NA	NA	NA	NA
ASV_3348	NA	NA	NA	NA	NA	NA	NA
ASV_3349	NA	NA	NA	NA	NA	NA	NA
ASV_3350	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3351	NA	NA	NA	NA	NA	NA	NA
ASV_3352	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3353	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_3354	NA	NA	NA	NA	NA	NA	NA
ASV_3355	NA	NA	NA	NA	NA	NA	NA
ASV_3356	NA	NA	NA	NA	NA	NA	NA
ASV_3357	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Micavibrionales_2	Incertae Sedis_402	Incertae Sedis_793	NA
ASV_3358	NA	NA	NA	NA	NA	NA	NA
ASV_3359	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_3360	NA	NA	NA	NA	NA	NA	NA
ASV_3361	NA	NA	NA	NA	NA	NA	NA
ASV_3362	NA	NA	NA	NA	NA	NA	NA
ASV_3363	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3364	NA	NA	NA	NA	NA	NA	NA
ASV_3365	NA	NA	NA	NA	NA	NA	NA
ASV_3366	NA	NA	NA	NA	NA	NA	NA
ASV_3367	Bacteria	AncK6	Incertae Sedis_8	Incertae Sedis_39	Incertae Sedis_104	Incertae Sedis_181	NA
ASV_3368	NA	NA	NA	NA	NA	NA	NA
ASV_3369	NA	NA	NA	NA	NA	NA	NA
ASV_3370	Bacteria	AncK6	Incertae Sedis_8	Incertae Sedis_39	Incertae Sedis_104	Incertae Sedis_181	NA
ASV_3371	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3372	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Parvibaculales_2	Parvibaculaceae_2	Incertae Sedis_800	NA
ASV_3373	NA	NA	NA	NA	NA	NA	NA
ASV_3374	NA	NA	NA	NA	NA	NA	NA
ASV_3375	NA	NA	NA	NA	NA	NA	NA
ASV_3376	NA	NA	NA	NA	NA	NA	NA
ASV_3377	NA	NA	NA	NA	NA	NA	NA
ASV_3378	NA	NA	NA	NA	NA	NA	NA
ASV_3379	NA	NA	NA	NA	NA	NA	NA
ASV_3380	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodobacterales_2	Paracoccaceae	NA	NA
ASV_3381	NA	NA	NA	NA	NA	NA	NA
ASV_3382	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3383	NA	NA	NA	NA	NA	NA	NA
ASV_3384	NA	NA	NA	NA	NA	NA	NA
ASV_3385	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3386	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3387	NA	NA	NA	NA	NA	NA	NA
ASV_3388	Bacteria	Pseudomonadota	Gammaproteobacteria_2	EV818SWSAP88_2	Incertae Sedis_429	Incertae Sedis_902	NA
ASV_3389	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_3390	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	NA	NA	NA
ASV_3391	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Incertae Sedis_743	NA
ASV_3392	NA	NA	NA	NA	NA	NA	NA
ASV_3393	NA	NA	NA	NA	NA	NA	NA
ASV_3394	NA	NA	NA	NA	NA	NA	NA
ASV_3395	NA	NA	NA	NA	NA	NA	NA
ASV_3396	NA	NA	NA	NA	NA	NA	NA
ASV_3397	NA	NA	NA	NA	NA	NA	NA
ASV_3398	NA	NA	NA	NA	NA	NA	NA
ASV_3399	NA	NA	NA	NA	NA	NA	NA
ASV_3400	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_3401	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Rhizobiaceae_2	Incertae Sedis_784	NA
ASV_3402	NA	NA	NA	NA	NA	NA	NA
ASV_3403	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3404	NA	NA	NA	NA	NA	NA	NA
ASV_3405	Bacteria	Latescibacterota	Incertae Sedis_30	Incertae Sedis_102	Incertae Sedis_269	Incertae Sedis_592	NA
ASV_3406	NA	NA	NA	NA	NA	NA	NA
ASV_3407	NA	NA	NA	NA	NA	NA	NA
ASV_3408	Bacteria	NB1-j	Incertae Sedis_36	Incertae Sedis_110	Incertae Sedis_288	Incertae Sedis_623	NA
ASV_3409	NA	NA	NA	NA	NA	NA	NA
ASV_3410	NA	NA	NA	NA	NA	NA	NA
ASV_3411	NA	NA	NA	NA	NA	NA	NA
ASV_3412	NA	NA	NA	NA	NA	NA	NA
ASV_3413	NA	NA	NA	NA	NA	NA	NA
ASV_3414	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Incertae Sedis_743	NA
ASV_3415	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3416	NA	NA	NA	NA	NA	NA	NA
ASV_3417	NA	NA	NA	NA	NA	NA	NA
ASV_3418	NA	NA	NA	NA	NA	NA	NA
ASV_3419	NA	NA	NA	NA	NA	NA	NA
ASV_3420	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3421	NA	NA	NA	NA	NA	NA	NA
ASV_3422	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Caulobacterales_2	Hyphomonadaceae_2	NA	NA
ASV_3423	NA	NA	NA	NA	NA	NA	NA
ASV_3424	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodospirillales_2	Magnetospiraceae_2	Incertae Sedis_814	NA
ASV_3425	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3426	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Hyphomicrobiaceae_2	Incertae Sedis_777	NA
ASV_3427	NA	NA	NA	NA	NA	NA	NA
ASV_3428	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales_2	Puniceicoccaceae_2	NA	NA
ASV_3429	NA	NA	NA	NA	NA	NA	NA
ASV_3430	NA	NA	NA	NA	NA	NA	NA
ASV_3431	NA	NA	NA	NA	NA	NA	NA
ASV_3432	NA	NA	NA	NA	NA	NA	NA
ASV_3433	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Cellvibrionaceae_2	NA	NA
ASV_3434	NA	NA	NA	NA	NA	NA	NA
ASV_3435	NA	NA	NA	NA	NA	NA	NA
ASV_3436	NA	NA	NA	NA	NA	NA	NA
ASV_3437	NA	NA	NA	NA	NA	NA	NA
ASV_3438	NA	NA	NA	NA	NA	NA	NA
ASV_3439	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	Incertae Sedis_312	Incertae Sedis_648	NA
ASV_3440	NA	NA	NA	NA	NA	NA	NA
ASV_3441	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	Incertae Sedis_56	Incertae Sedis_160	Incertae Sedis_396	NA
ASV_3442	NA	NA	NA	NA	NA	NA	NA
ASV_3443	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3444	NA	NA	NA	NA	NA	NA	NA
ASV_3445	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Psychromonadaceae_2	Psychromonas_2	NA
ASV_3446	NA	NA	NA	NA	NA	NA	NA
ASV_3447	NA	NA	NA	NA	NA	NA	NA
ASV_3448	NA	NA	NA	NA	NA	NA	NA
ASV_3449	NA	NA	NA	NA	NA	NA	NA
ASV_3450	NA	NA	NA	NA	NA	NA	NA
ASV_3451	NA	NA	NA	NA	NA	NA	NA
ASV_3452	NA	NA	NA	NA	NA	NA	NA
ASV_3453	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	Incertae Sedis_28	Incertae Sedis_44	NA
ASV_3454	NA	NA	NA	NA	NA	NA	NA
ASV_3455	NA	NA	NA	NA	NA	NA	NA
ASV_3456	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3457	NA	NA	NA	NA	NA	NA	NA
ASV_3458	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3459	NA	NA	NA	NA	NA	NA	NA
ASV_3460	NA	NA	NA	NA	NA	NA	NA
ASV_3461	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3462	NA	NA	NA	NA	NA	NA	NA
ASV_3463	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_3464	NA	NA	NA	NA	NA	NA	NA
ASV_3465	NA	NA	NA	NA	NA	NA	NA
ASV_3466	NA	NA	NA	NA	NA	NA	NA
ASV_3467	Bacteria	Chloroflexota	Dehalococcoidia_2	S085_2	Incertae Sedis_197	Incertae Sedis_455	NA
ASV_3468	NA	NA	NA	NA	NA	NA	NA
ASV_3469	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_3470	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Caulobacterales_2	Hyphomonadaceae_2	Incertae Sedis_761	NA
ASV_3471	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_3472	NA	NA	NA	NA	NA	NA	NA
ASV_3473	NA	NA	NA	NA	NA	NA	NA
ASV_3474	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_3475	NA	NA	NA	NA	NA	NA	NA
ASV_3476	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_3477	NA	NA	NA	NA	NA	NA	NA
ASV_3478	NA	NA	NA	NA	NA	NA	NA
ASV_3479	NA	NA	NA	NA	NA	NA	NA
ASV_3480	NA	NA	NA	NA	NA	NA	NA
ASV_3481	NA	NA	NA	NA	NA	NA	NA
ASV_3482	NA	NA	NA	NA	NA	NA	NA
ASV_3483	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NA	NA	NA	NA
ASV_3484	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3485	NA	NA	NA	NA	NA	NA	NA
ASV_3486	NA	NA	NA	NA	NA	NA	NA
ASV_3487	NA	NA	NA	NA	NA	NA	NA
ASV_3488	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3489	NA	NA	NA	NA	NA	NA	NA
ASV_3490	NA	NA	NA	NA	NA	NA	NA
ASV_3491	NA	NA	NA	NA	NA	NA	NA
ASV_3492	NA	NA	NA	NA	NA	NA	NA
ASV_3493	NA	NA	NA	NA	NA	NA	NA
ASV_3494	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3495	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Incertae Sedis_143	Incertae Sedis_439	Incertae Sedis_916	NA
ASV_3496	NA	NA	NA	NA	NA	NA	NA
ASV_3497	NA	NA	NA	NA	NA	NA	NA
ASV_3498	NA	NA	NA	NA	NA	NA	NA
ASV_3499	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	Incertae Sedis_28	Incertae Sedis_44	NA
ASV_3500	Bacteria	Marinimicrobia (SAR406 clade)	Incertae Sedis_33	Incertae Sedis_105	Incertae Sedis_272	Incertae Sedis_596	NA
ASV_3501	NA	NA	NA	NA	NA	NA	NA
ASV_3502	Bacteria	Myxococcota	Polyangiia	Haliangiales_2	Haliangiaceae_2	Incertae Sedis_607	NA
ASV_3503	NA	NA	NA	NA	NA	NA	NA
ASV_3504	NA	NA	NA	NA	NA	NA	NA
ASV_3505	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	Incertae Sedis_79	Incertae Sedis_116	NA
ASV_3506	NA	NA	NA	NA	NA	NA	NA
ASV_3507	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	NA	NA	NA
ASV_3508	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_3509	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3510	NA	NA	NA	NA	NA	NA	NA
ASV_3511	NA	NA	NA	NA	NA	NA	NA
ASV_3512	NA	NA	NA	NA	NA	NA	NA
ASV_3513	NA	NA	NA	NA	NA	NA	NA
ASV_3514	NA	NA	NA	NA	NA	NA	NA
ASV_3515	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3516	NA	NA	NA	NA	NA	NA	NA
ASV_3517	NA	NA	NA	NA	NA	NA	NA
ASV_3518	NA	NA	NA	NA	NA	NA	NA
ASV_3519	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
ASV_3520	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3521	NA	NA	NA	NA	NA	NA	NA
ASV_3522	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3523	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_3524	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3525	NA	NA	NA	NA	NA	NA	NA
ASV_3526	Bacteria	PAUC34f	Incertae Sedis_40	Incertae Sedis_130	Incertae Sedis_366	Incertae Sedis_706	NA
ASV_3527	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_3528	NA	NA	NA	NA	NA	NA	NA
ASV_3529	NA	NA	NA	NA	NA	NA	NA
ASV_3530	NA	NA	NA	NA	NA	NA	NA
ASV_3531	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Kiloniellales_2	Kiloniellaceae_2	Incertae Sedis_791	NA
ASV_3532	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3533	Bacteria	Planctomycetota	Pla3 lineage	Incertae Sedis_135	Incertae Sedis_383	Incertae Sedis_737	NA
ASV_3534	Bacteria	Myxococcota	Polyangiia	NA	NA	NA	NA
ASV_3535	NA	NA	NA	NA	NA	NA	NA
ASV_3536	NA	NA	NA	NA	NA	NA	NA
ASV_3537	NA	NA	NA	NA	NA	NA	NA
ASV_3538	NA	NA	NA	NA	NA	NA	NA
ASV_3539	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3540	Bacteria	Chloroflexota	Anaerolineae_2	Ardenticatenales_2	Incertae Sedis_170	Incertae Sedis_420	NA
ASV_3541	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NA	NA	NA	NA
ASV_3542	Bacteria	Myxococcota	Polyangiia	Blfdi19_2	Incertae Sedis_277	Incertae Sedis_605	NA
ASV_3543	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	NA	NA	NA
ASV_3544	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV_3545	NA	NA	NA	NA	NA	NA	NA
ASV_3546	NA	NA	NA	NA	NA	NA	NA
ASV_3547	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3548	NA	NA	NA	NA	NA	NA	NA
ASV_3549	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3550	NA	NA	NA	NA	NA	NA	NA
ASV_3551	NA	NA	NA	NA	NA	NA	NA
ASV_3552	NA	NA	NA	NA	NA	NA	NA
ASV_3553	NA	NA	NA	NA	NA	NA	NA
ASV_3554	Bacteria	Myxococcota	Polyangiia	Polyangiales_2	BIrii41_2	Incertae Sedis_614	NA
ASV_3555	NA	NA	NA	NA	NA	NA	NA
ASV_3556	NA	NA	NA	NA	NA	NA	NA
ASV_3557	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_3558	NA	NA	NA	NA	NA	NA	NA
ASV_3559	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Incertae Sedis_579	NA
ASV_3560	NA	NA	NA	NA	NA	NA	NA
ASV_3561	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3562	NA	NA	NA	NA	NA	NA	NA
ASV_3563	NA	NA	NA	NA	NA	NA	NA
ASV_3564	NA	NA	NA	NA	NA	NA	NA
ASV_3565	NA	NA	NA	NA	NA	NA	NA
ASV_3566	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Salinisphaerales_2	Nevskiaceae	Panacagrimonas_2	NA
ASV_3567	NA	NA	NA	NA	NA	NA	NA
ASV_3568	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Incertae Sedis_730	NA
ASV_3569	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	NA	NA	NA
ASV_3570	Bacteria	Thermodesulfobacteriota	Incertae Sedis_50	Incertae Sedis_156	Incertae Sedis_487	Incertae Sedis_1019	NA
ASV_3571	NA	NA	NA	NA	NA	NA	NA
ASV_3572	NA	NA	NA	NA	NA	NA	NA
ASV_3573	NA	NA	NA	NA	NA	NA	NA
ASV_3574	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NA	NA	NA	NA
ASV_3575	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	Incertae Sedis_79	Incertae Sedis_116	NA
ASV_3576	NA	NA	NA	NA	NA	NA	NA
ASV_3577	NA	NA	NA	NA	NA	NA	NA
ASV_3578	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3579	NA	NA	NA	NA	NA	NA	NA
ASV_3580	NA	NA	NA	NA	NA	NA	NA
ASV_3581	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_3582	NA	NA	NA	NA	NA	NA	NA
ASV_3583	NA	NA	NA	NA	NA	NA	NA
ASV_3584	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Incertae Sedis_537	NA
ASV_3585	NA	NA	NA	NA	NA	NA	NA
ASV_3586	NA	NA	NA	NA	NA	NA	NA
ASV_3587	NA	NA	NA	NA	NA	NA	NA
ASV_3588	NA	NA	NA	NA	NA	NA	NA
ASV_3589	NA	NA	NA	NA	NA	NA	NA
ASV_3590	NA	NA	NA	NA	NA	NA	NA
ASV_3591	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	Incertae Sedis_312	Incertae Sedis_648	NA
ASV_3592	NA	NA	NA	NA	NA	NA	NA
ASV_3593	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Flavilitoribacter	NA
ASV_3594	NA	NA	NA	NA	NA	NA	NA
ASV_3595	NA	NA	NA	NA	NA	NA	NA
ASV_3596	NA	NA	NA	NA	NA	NA	NA
ASV_3597	NA	NA	NA	NA	NA	NA	NA
ASV_3598	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3599	Bacteria	Acidobacteriota	AT-s3-28	Incertae Sedis_17	Incertae Sedis_57	Incertae Sedis_91	NA
ASV_3600	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3601	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3602	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	NA
ASV_3603	NA	NA	NA	NA	NA	NA	NA
ASV_3604	NA	NA	NA	NA	NA	NA	NA
ASV_3605	NA	NA	NA	NA	NA	NA	NA
ASV_3606	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_3607	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Bauldia_2	NA
ASV_3608	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3609	NA	NA	NA	NA	NA	NA	NA
ASV_3610	NA	NA	NA	NA	NA	NA	NA
ASV_3611	NA	NA	NA	NA	NA	NA	NA
ASV_3612	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3613	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3614	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Stappiaceae_2	NA	NA
ASV_3615	NA	NA	NA	NA	NA	NA	NA
ASV_3616	NA	NA	NA	NA	NA	NA	NA
ASV_3617	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Incertae Sedis_386	Incertae Sedis_744	NA
ASV_3618	NA	NA	NA	NA	NA	NA	NA
ASV_3619	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3620	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Incertae Sedis_343	NA
ASV_3621	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Litorivicinaceae	Litorivicinus	NA
ASV_3622	NA	NA	NA	NA	NA	NA	NA
ASV_3623	NA	NA	NA	NA	NA	NA	NA
ASV_3624	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Caulobacterales_2	Caulobacteraceae_2	Phenylobacterium_2	NA
ASV_3625	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3626	Bacteria	Margulisbacteria	Incertae Sedis_32	Incertae Sedis_104	Incertae Sedis_271	Incertae Sedis_595	NA
ASV_3627	NA	NA	NA	NA	NA	NA	NA
ASV_3628	NA	NA	NA	NA	NA	NA	NA
ASV_3629	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3630	NA	NA	NA	NA	NA	NA	NA
ASV_3631	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3632	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_3633	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3634	NA	NA	NA	NA	NA	NA	NA
ASV_3635	NA	NA	NA	NA	NA	NA	NA
ASV_3636	NA	NA	NA	NA	NA	NA	NA
ASV_3637	Bacteria	Planctomycetota	Pla3 lineage	Incertae Sedis_135	Incertae Sedis_383	Incertae Sedis_737	NA
ASV_3638	NA	NA	NA	NA	NA	NA	NA
ASV_3639	NA	NA	NA	NA	NA	NA	NA
ASV_3640	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3641	Bacteria	Thermodesulfobacteriota	Desulfobulbia_2	Desulfobulbales_2	Desulfocapsaceae_2	NA	NA
ASV_3642	Bacteria	Cyanobacteriota	Cyanobacteriia_2	Chloroplast_2	Incertae Sedis_227	Incertae Sedis_497	NA
ASV_3643	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3644	NA	NA	NA	NA	NA	NA	NA
ASV_3645	NA	NA	NA	NA	NA	NA	NA
ASV_3646	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	NA
ASV_3647	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_3648	NA	NA	NA	NA	NA	NA	NA
ASV_3649	NA	NA	NA	NA	NA	NA	NA
ASV_3650	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NA	NA	NA	NA
ASV_3651	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Tistrellales_2	Geminicoccaceae_2	Incertae Sedis_831	NA
ASV_3652	NA	NA	NA	NA	NA	NA	NA
ASV_3653	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Halieaceae_2	NA	NA
ASV_3654	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_3655	NA	NA	NA	NA	NA	NA	NA
ASV_3656	NA	NA	NA	NA	NA	NA	NA
ASV_3657	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3658	NA	NA	NA	NA	NA	NA	NA
ASV_3659	NA	NA	NA	NA	NA	NA	NA
ASV_3660	NA	NA	NA	NA	NA	NA	NA
ASV_3661	NA	NA	NA	NA	NA	NA	NA
ASV_3662	NA	NA	NA	NA	NA	NA	NA
ASV_3663	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Anderseniella_2	NA
ASV_3664	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Incertae Sedis_331	NA
ASV_3665	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3666	NA	NA	NA	NA	NA	NA	NA
ASV_3667	Bacteria	Thermodesulfobacteriota	Incertae Sedis_50	Incertae Sedis_156	Incertae Sedis_487	Incertae Sedis_1019	NA
ASV_3668	NA	NA	NA	NA	NA	NA	NA
ASV_3669	NA	NA	NA	NA	NA	NA	NA
ASV_3670	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3671	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3672	NA	NA	NA	NA	NA	NA	NA
ASV_3673	NA	NA	NA	NA	NA	NA	NA
ASV_3674	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	NA
ASV_3675	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Saccharospirillaceae_2	Incertae Sedis_951	NA
ASV_3676	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_3677	NA	NA	NA	NA	NA	NA	NA
ASV_3678	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Halomonadaceae_2	Halomonas_2	NA
ASV_3679	NA	NA	NA	NA	NA	NA	NA
ASV_3680	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3681	NA	NA	NA	NA	NA	NA	NA
ASV_3682	NA	NA	NA	NA	NA	NA	NA
ASV_3683	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3684	Bacteria	Chloroflexota	Anaerolineae_2	Anaerolineales_2	Anaerolineaceae_2	NA	NA
ASV_3685	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Incertae Sedis_579	NA
ASV_3686	NA	NA	NA	NA	NA	NA	NA
ASV_3687	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Defluviicoccales_2	Incertae Sedis_395	Incertae Sedis_764	NA
